ZEIT_LANG  ,ZEIT_CODE ,RAUM_LANG                                                     ,RAUM_CODE ,BEW     ,Datenstatus
1967-12-31 ,Z31121967 ,Kreis 4 (ab 1915)                                             ,R00700    ,36703.0 ,Definitiv
1954-12-31 ,Z31121954 ,Kreis 10 (ab 1934)                                            ,R01500    ,33178.0 ,Definitiv
1914-12-31 ,Z31121914 ,Kreis 2 (ab 1893)                                             ,R00200    ,16350.0 ,Definitiv
2003-12-31 ,Z31122003 ,Kreis 7 (ab 1934)                                             ,R01300    ,33417.0 ,Definitiv
1971-12-31 ,Z31121971 ,Kreis 4 (ab 1915)                                             ,R00700    ,32231.0 ,Definitiv
1949-12-31 ,Z31121949 ,Kreis 3 (ab 1915)                                             ,R00600    ,53854.0 ,Definitiv
2020-12-31 ,Z31122020 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,32845.0 ,Veröffentlicht
1971-12-31 ,Z31121971 ,Kreis 11 (ab 1970)                                            ,R01800    ,56863.0 ,Definitiv
1975-12-31 ,Z31121975 ,Kreis 11 (ab 1970)                                            ,R01800    ,55627.0 ,Definitiv
1870-12-31 ,Z31121870 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,20760.0 ,Definitiv
1812-12-31 ,Z31121812 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    , 9715.0 ,Definitiv
1971-12-31 ,Z31121971 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    , 9411.0 ,Definitiv
1910-12-31 ,Z31121910 ,Kreis 8 (ab 1915)                                             ,R01100    ,20537.0 ,Definitiv
2021-12-31 ,Z31122021 ,Kreis 9 (ab 1934)                                             ,R01400    ,57077.0 ,Veröffentlicht
1977-12-31 ,Z31121977 ,Kreis 5 (ab 1915)                                             ,R00800    ,10656.0 ,Definitiv
1914-12-31 ,Z31121914 ,Kreis 8 (ab 1915)                                             ,R01100    ,21000.0 ,Definitiv
1943-12-31 ,Z31121943 ,Kreis 5 (ab 1915)                                             ,R00800    ,16609.0 ,Definitiv
1918-12-31 ,Z31121918 ,alter Kreis 7 (1915-1933)                                     ,R01000    ,27249.0 ,Definitiv
1963-12-31 ,Z31121963 ,Kreis 4 (ab 1915)                                             ,R00700    ,37579.0 ,Definitiv
1986-12-31 ,Z31121986 ,Kreis 7 (ab 1934)                                             ,R01300    ,34411.0 ,Definitiv
2023-12-31 ,Z31122023 ,Kreis 10 (ab 1934)                                            ,R01500    ,41411.0 ,Provisorisch
1933-12-31 ,Z31121933 ,Kreis 4 (ab 1915)                                             ,R00700    ,42070.0 ,Definitiv
1980-12-31 ,Z31121980 ,Kreis 8 (ab 1915)                                             ,R01100    ,17691.0 ,Definitiv
2001-12-31 ,Z31122001 ,Kreis 3 (ab 1915)                                             ,R00600    ,45438.0 ,Definitiv
2011-12-31 ,Z31122011 ,Kreis 2 (ab 1893)                                             ,R00200    ,30079.0 ,Definitiv
1895-12-31 ,Z31121895 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,15030.0 ,Definitiv
2017-12-31 ,Z31122017 ,Kreis 9 (ab 1934)                                             ,R01400    ,54716.0 ,Definitiv
1973-12-31 ,Z31121973 ,Kreis 10 (ab 1934)                                            ,R01500    ,35576.0 ,Definitiv
2003-12-31 ,Z31122003 ,Kreis 8 (ab 1915)                                             ,R01100    ,15177.0 ,Definitiv
2013-12-31 ,Z31122013 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,29642.0 ,Definitiv
1924-12-31 ,Z31121924 ,Kreis 8 (ab 1915)                                             ,R01100    ,21250.0 ,Definitiv
2017-12-31 ,Z31122017 ,Kreis 5 (ab 1915)                                             ,R00800    ,15666.0 ,Definitiv
1934-12-31 ,Z31121934 ,Kreis 6 (ab 1934)                                             ,R01200    ,40199.0 ,Definitiv
1975-12-31 ,Z31121975 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,30943.0 ,Definitiv
1967-12-31 ,Z31121967 ,alter Kreis 11 (1934-1969)                                    ,R01600    ,90399.0 ,Definitiv
1996-12-31 ,Z31121996 ,Kreis 10 (ab 1934)                                            ,R01500    ,35735.0 ,Definitiv
1904-12-31 ,Z31121904 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,25598.0 ,Definitiv
2009-12-31 ,Z31122009 ,Kreis 10 (ab 1934)                                            ,R01500    ,36939.0 ,Definitiv
1896-12-31 ,Z31121896 ,Kreis III (1893-1914)                                         ,R00300    ,51772.0 ,Definitiv
1942-12-31 ,Z31121942 ,Kreis 4 (ab 1915)                                             ,R00700    ,43582.0 ,Definitiv
1975-12-31 ,Z31121975 ,Kreis 7 (ab 1934)                                             ,R01300    ,37379.0 ,Definitiv
2017-12-31 ,Z31122017 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,32027.0 ,Definitiv
1941-12-31 ,Z31121941 ,Kreis 10 (ab 1934)                                            ,R01500    ,29545.0 ,Definitiv
1899-12-31 ,Z31121899 ,alter Kreis V (1893-1914)                                     ,R00500    ,34651.0 ,Definitiv
1992-12-31 ,Z31121992 ,Kreis 5 (ab 1915)                                             ,R00800    ,11462.0 ,Definitiv
1970-12-31 ,Z31121970 ,Kreis 7 (ab 1934)                                             ,R01300    ,40537.0 ,Definitiv
1984-12-31 ,Z31121984 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,28302.0 ,Definitiv
1900-12-31 ,Z31121900 ,Kreis 8 (ab 1915)                                             ,R01100    ,15923.0 ,Definitiv
1907-12-31 ,Z31121907 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,25067.0 ,Definitiv
1926-12-31 ,Z31121926 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,43703.0 ,Definitiv
1957-12-31 ,Z31121957 ,Kreis 4 (ab 1915)                                             ,R00700    ,40267.0 ,Definitiv
1944-12-31 ,Z31121944 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,20000.0 ,Definitiv
1965-12-31 ,Z31121965 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,34435.0 ,Definitiv
1978-12-31 ,Z31121978 ,Kreis 3 (ab 1915)                                             ,R00600    ,46820.0 ,Definitiv
1924-12-31 ,Z31121924 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,22336.0 ,Definitiv
1901-12-31 ,Z31121901 ,Kreis 2 (ab 1893)                                             ,R00200    ,13876.0 ,Definitiv
1979-12-31 ,Z31121979 ,Kreis 8 (ab 1915)                                             ,R01100    ,17999.0 ,Definitiv
1984-12-31 ,Z31121984 ,Kreis 9 (ab 1934)                                             ,R01400    ,44514.0 ,Definitiv
1898-12-31 ,Z31121898 ,Kreis III (1893-1914)                                         ,R00300    ,59288.0 ,Definitiv
1978-12-31 ,Z31121978 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    , 7194.0 ,Definitiv
1959-12-31 ,Z31121959 ,Kreis 6 (ab 1934)                                             ,R01200    ,46286.0 ,Definitiv
1961-12-31 ,Z31121961 ,Kreis 4 (ab 1915)                                             ,R00700    ,39164.0 ,Definitiv
1908-12-31 ,Z31121908 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,24825.0 ,Definitiv
1951-12-31 ,Z31121951 ,Kreis 6 (ab 1934)                                             ,R01200    ,47142.0 ,Definitiv
1967-12-31 ,Z31121967 ,Kreis 9 (ab 1934)                                             ,R01400    ,45409.0 ,Definitiv
1965-12-31 ,Z31121965 ,Kreis 4 (ab 1915)                                             ,R00700    ,36653.0 ,Definitiv
1968-12-31 ,Z31121968 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,34248.0 ,Definitiv
2008-12-31 ,Z31122008 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,29185.0 ,Definitiv
2015-12-31 ,Z31122015 ,Kreis 8 (ab 1915)                                             ,R01100    ,16192.0 ,Definitiv
2000-12-31 ,Z31122000 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,28098.0 ,Definitiv
1993-12-31 ,Z31121993 ,Kreis 9 (ab 1934)                                             ,R01400    ,45003.0 ,Definitiv
1937-12-31 ,Z31121937 ,Kreis 6 (ab 1934)                                             ,R01200    ,40351.0 ,Definitiv
1933-12-31 ,Z31121933 ,Kreis 2 (ab 1893)                                             ,R00200    ,26497.0 ,Definitiv
1936-12-31 ,Z31121936 ,Kreis 2 (ab 1893)                                             ,R00200    ,28081.0 ,Definitiv
2013-12-31 ,Z31122013 ,Kreis 11 (ab 1970)                                            ,R01800    ,70748.0 ,Definitiv
1905-12-31 ,Z31121905 ,Kreis 2 (ab 1893)                                             ,R00200    ,14899.0 ,Definitiv
1956-12-31 ,Z31121956 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,15199.0 ,Definitiv
1958-12-31 ,Z31121958 ,Kreis 5 (ab 1915)                                             ,R00800    ,15241.0 ,Definitiv
1938-12-31 ,Z31121938 ,Kreis 9 (ab 1934)                                             ,R01400    ,17950.0 ,Definitiv
1966-12-31 ,Z31121966 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,34512.0 ,Definitiv
1996-12-31 ,Z31121996 ,Kreis 5 (ab 1915)                                             ,R00800    ,11341.0 ,Definitiv
1950-12-31 ,Z31121950 ,Kreis 10 (ab 1934)                                            ,R01500    ,30870.0 ,Definitiv
1960-12-31 ,Z31121960 ,Kreis 2 (ab 1893)                                             ,R00200    ,36986.0 ,Definitiv
1981-12-31 ,Z31121981 ,Kreis 7 (ab 1934)                                             ,R01300    ,35538.0 ,Definitiv
1980-12-31 ,Z31121980 ,Kreis 10 (ab 1934)                                            ,R01500    ,33501.0 ,Definitiv
2001-12-31 ,Z31122001 ,Kreis 6 (ab 1934)                                             ,R01200    ,29595.0 ,Definitiv
1935-12-31 ,Z31121935 ,Kreis 3 (ab 1915)                                             ,R00600    ,43024.0 ,Definitiv
1931-12-31 ,Z31121931 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,58438.0 ,Definitiv
1955-12-31 ,Z31121955 ,Kreis 9 (ab 1934)                                             ,R01400    ,38433.0 ,Definitiv
1912-12-31 ,Z31121912 ,alter Kreis V (1893-1914)                                     ,R00500    ,46561.0 ,Definitiv
1932-12-31 ,Z31121932 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,21130.0 ,Definitiv
1959-12-31 ,Z31121959 ,alter Kreis 11 (1934-1969)                                    ,R01600    ,84545.0 ,Definitiv
1925-12-31 ,Z31121925 ,Kreis 3 (ab 1915)                                             ,R00600    ,30616.0 ,Definitiv
1940-12-31 ,Z31121940 ,Kreis 10 (ab 1934)                                            ,R01500    ,29205.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 2 (ab 1893)                                             ,R00200    ,29421.0 ,Definitiv
2012-12-31 ,Z31122012 ,Kreis 11 (ab 1970)                                            ,R01800    ,69496.0 ,Definitiv
1979-12-31 ,Z31121979 ,Kreis 4 (ab 1915)                                             ,R00700    ,28562.0 ,Definitiv
1985-12-31 ,Z31121985 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,27956.0 ,Definitiv
1993-12-31 ,Z31121993 ,Kreis 10 (ab 1934)                                            ,R01500    ,35092.0 ,Definitiv
1948-12-31 ,Z31121948 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,10813.0 ,Definitiv
1975-12-31 ,Z31121975 ,Kreis 8 (ab 1915)                                             ,R01100    ,19246.0 ,Definitiv
2006-12-31 ,Z31122006 ,Kreis 3 (ab 1915)                                             ,R00600    ,45887.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 4 (ab 1915)                                             ,R00700    ,27056.0 ,Definitiv
1940-12-31 ,Z31121940 ,Kreis 3 (ab 1915)                                             ,R00600    ,46105.0 ,Definitiv
1989-12-31 ,Z31121989 ,Kreis 6 (ab 1934)                                             ,R01200    ,30279.0 ,Definitiv
1965-12-31 ,Z31121965 ,Kreis 10 (ab 1934)                                            ,R01500    ,37717.0 ,Definitiv
1924-12-31 ,Z31121924 ,Kreis 2 (ab 1893)                                             ,R00200    ,16219.0 ,Definitiv
1975-12-31 ,Z31121975 ,Kreis 5 (ab 1915)                                             ,R00800    ,11798.0 ,Definitiv
2009-12-31 ,Z31122009 ,Kreis 4 (ab 1915)                                             ,R00700    ,27398.0 ,Definitiv
1971-12-31 ,Z31121971 ,Kreis 3 (ab 1915)                                             ,R00600    ,52707.0 ,Definitiv
1933-12-31 ,Z31121933 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,20828.0 ,Definitiv
1989-12-31 ,Z31121989 ,Kreis 8 (ab 1915)                                             ,R01100    ,16023.0 ,Definitiv
1972-12-31 ,Z31121972 ,Kreis 3 (ab 1915)                                             ,R00600    ,51674.0 ,Definitiv
1929-12-31 ,Z31121929 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,52982.0 ,Definitiv
1955-12-31 ,Z31121955 ,Kreis 10 (ab 1934)                                            ,R01500    ,33295.0 ,Definitiv
1982-12-31 ,Z31121982 ,Kreis 7 (ab 1934)                                             ,R01300    ,35358.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 9 (ab 1934)                                             ,R01400    ,46875.0 ,Definitiv
2018-12-31 ,Z31122018 ,Kreis 10 (ab 1934)                                            ,R01500    ,40341.0 ,Veröffentlicht
1974-12-31 ,Z31121974 ,Kreis 4 (ab 1915)                                             ,R00700    ,30048.0 ,Definitiv
1970-12-31 ,Z31121970 ,Kreis 2 (ab 1893)                                             ,R00200    ,34227.0 ,Definitiv
2002-12-31 ,Z31122002 ,Kreis 10 (ab 1934)                                            ,R01500    ,36065.0 ,Definitiv
1967-12-31 ,Z31121967 ,Kreis 8 (ab 1915)                                             ,R01100    ,23588.0 ,Definitiv
2010-12-31 ,Z31122010 ,Kreis 7 (ab 1934)                                             ,R01300    ,35447.0 ,Definitiv
2011-12-31 ,Z31122011 ,Kreis 6 (ab 1934)                                             ,R01200    ,31556.0 ,Definitiv
1994-12-31 ,Z31121994 ,Kreis 8 (ab 1915)                                             ,R01100    ,15798.0 ,Definitiv
2009-12-31 ,Z31122009 ,Kreis 11 (ab 1970)                                            ,R01800    ,64612.0 ,Definitiv
1905-12-31 ,Z31121905 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,25632.0 ,Definitiv
1910-12-31 ,Z31121910 ,Kreis 2 (ab 1893)                                             ,R00200    ,15334.0 ,Definitiv
1907-12-31 ,Z31121907 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,22809.0 ,Definitiv
1959-12-31 ,Z31121959 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,14930.0 ,Definitiv
2022-12-31 ,Z31122022 ,Kreis 4 (ab 1915)                                             ,R00700    ,29672.0 ,Veröffentlicht
2020-12-31 ,Z31122020 ,Kreis 5 (ab 1915)                                             ,R00800    ,15622.0 ,Veröffentlicht
1995-12-31 ,Z31121995 ,Kreis 6 (ab 1934)                                             ,R01200    ,30477.0 ,Definitiv
1983-12-31 ,Z31121983 ,Kreis 3 (ab 1915)                                             ,R00600    ,45045.0 ,Definitiv
1917-12-31 ,Z31121917 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,24180.0 ,Definitiv
1969-12-31 ,Z31121969 ,Kreis 10 (ab 1934)                                            ,R01500    ,37015.0 ,Definitiv
2017-12-31 ,Z31122017 ,Kreis 10 (ab 1934)                                            ,R01500    ,40341.0 ,Definitiv
2012-12-31 ,Z31122012 ,Kreis 10 (ab 1934)                                            ,R01500    ,37328.0 ,Definitiv
1987-12-31 ,Z31121987 ,Kreis 10 (ab 1934)                                            ,R01500    ,34738.0 ,Definitiv
2005-12-31 ,Z31122005 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,28236.0 ,Definitiv
1997-12-31 ,Z31121997 ,Kreis 3 (ab 1915)                                             ,R00600    ,46123.0 ,Definitiv
1950-12-31 ,Z31121950 ,Kreis 3 (ab 1915)                                             ,R00600    ,54069.0 ,Definitiv
2006-12-31 ,Z31122006 ,Kreis 6 (ab 1934)                                             ,R01200    ,29657.0 ,Definitiv
1987-12-31 ,Z31121987 ,Kreis 6 (ab 1934)                                             ,R01200    ,30575.0 ,Definitiv
1964-12-31 ,Z31121964 ,Kreis 4 (ab 1915)                                             ,R00700    ,37368.0 ,Definitiv
1967-12-31 ,Z31121967 ,Kreis 2 (ab 1893)                                             ,R00200    ,35316.0 ,Definitiv
2011-12-31 ,Z31122011 ,Kreis 4 (ab 1915)                                             ,R00700    ,27453.0 ,Definitiv
1917-12-31 ,Z31121917 ,Kreis 5 (ab 1915)                                             ,R00800    ,16269.0 ,Definitiv
1986-12-31 ,Z31121986 ,Kreis 9 (ab 1934)                                             ,R01400    ,44659.0 ,Definitiv
1988-12-31 ,Z31121988 ,Kreis 5 (ab 1915)                                             ,R00800    ,11177.0 ,Definitiv
1968-12-31 ,Z31121968 ,Kreis 4 (ab 1915)                                             ,R00700    ,36223.0 ,Definitiv
2006-12-31 ,Z31122006 ,Kreis 5 (ab 1915)                                             ,R00800    ,12722.0 ,Definitiv
1966-12-31 ,Z31121966 ,Kreis 2 (ab 1893)                                             ,R00200    ,35525.0 ,Definitiv
2014-12-31 ,Z31122014 ,Kreis 10 (ab 1934)                                            ,R01500    ,37543.0 ,Definitiv
1936-12-31 ,Z31121936 ,Kreis 3 (ab 1915)                                             ,R00600    ,42692.0 ,Definitiv
2003-12-31 ,Z31122003 ,Kreis 3 (ab 1915)                                             ,R00600    ,45509.0 ,Definitiv
1921-12-31 ,Z31121921 ,Kreis 8 (ab 1915)                                             ,R01100    ,20776.0 ,Definitiv
1905-12-31 ,Z31121905 ,alter Kreis V (1893-1914)                                     ,R00500    ,38491.0 ,Definitiv
1906-12-31 ,Z31121906 ,Kreis III (1893-1914)                                         ,R00300    ,70690.0 ,Definitiv
1923-12-31 ,Z31121923 ,alter Kreis 7 (1915-1933)                                     ,R01000    ,25542.0 ,Definitiv
1909-12-31 ,Z31121909 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,24243.0 ,Definitiv
1897-12-31 ,Z31121897 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,16472.0 ,Definitiv
1951-12-31 ,Z31121951 ,Kreis 7 (ab 1934)                                             ,R01300    ,39801.0 ,Definitiv
1988-12-31 ,Z31121988 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,27738.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 7 (ab 1934)                                             ,R01300    ,34843.0 ,Definitiv
2020-12-31 ,Z31122020 ,Kreis 4 (ab 1915)                                             ,R00700    ,29034.0 ,Veröffentlicht
1963-12-31 ,Z31121963 ,Kreis 5 (ab 1915)                                             ,R00800    ,14735.0 ,Definitiv
2006-12-31 ,Z31122006 ,Kreis 2 (ab 1893)                                             ,R00200    ,28898.0 ,Definitiv
2017-12-31 ,Z31122017 ,Kreis 8 (ab 1915)                                             ,R01100    ,16541.0 ,Definitiv
1923-12-31 ,Z31121923 ,Kreis 5 (ab 1915)                                             ,R00800    ,15182.0 ,Definitiv
1975-12-31 ,Z31121975 ,Kreis 10 (ab 1934)                                            ,R01500    ,35518.0 ,Definitiv
1935-12-31 ,Z31121935 ,Kreis 5 (ab 1915)                                             ,R00800    ,16640.0 ,Definitiv
1897-12-31 ,Z31121897 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,27356.0 ,Definitiv
1913-12-31 ,Z31121913 ,Kreis 3 (ab 1915)                                             ,R00600    ,28473.0 ,Definitiv
1963-12-31 ,Z31121963 ,Kreis 9 (ab 1934)                                             ,R01400    ,44655.0 ,Definitiv
1918-12-31 ,Z31121918 ,Kreis 3 (ab 1915)                                             ,R00600    ,30008.0 ,Definitiv
1949-12-31 ,Z31121949 ,Kreis 2 (ab 1893)                                             ,R00200    ,33061.0 ,Definitiv
1947-12-31 ,Z31121947 ,Kreis 10 (ab 1934)                                            ,R01500    ,30541.0 ,Definitiv
2017-12-31 ,Z31122017 ,Kreis 2 (ab 1893)                                             ,R00200    ,33593.0 ,Definitiv
1991-12-31 ,Z31121991 ,Kreis 7 (ab 1934)                                             ,R01300    ,33692.0 ,Definitiv
1990-12-31 ,Z31121990 ,Kreis 3 (ab 1915)                                             ,R00600    ,44442.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    , 5607.0 ,Definitiv
2012-12-31 ,Z31122012 ,Kreis 3 (ab 1915)                                             ,R00600    ,47926.0 ,Definitiv
1928-12-31 ,Z31121928 ,alter Kreis 6 (1915-1933); alter Kreis IV (1893-1914)         ,R00400    ,49187.0 ,Definitiv
1932-12-31 ,Z31121932 ,Kreis 3 (ab 1915)                                             ,R00600    ,41439.0 ,Definitiv
1995-12-31 ,Z31121995 ,Kreis 8 (ab 1915)                                             ,R01100    ,15763.0 ,Definitiv
1961-12-31 ,Z31121961 ,Kreis 1 (Stadtgebiet vor 1893)                                ,R10000    ,14584.0 ,Definitiv
1980-12-31 ,Z31121980 ,Kreis 7 (ab 1934)                                             ,R01300    ,35586.0 ,Definitiv
1988-12-31 ,Z31121988 ,Kreis 10 (ab 1934)                                            ,R01500    ,34637.0 ,Definitiv
2009-12-31 ,Z31122009 ,Kreis 5 (ab 1915)                                             ,R00800    ,12777.0 ,Definitiv
1992-12-31 ,Z31121992 ,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970) ,R01700    ,27444.0 ,Definitiv
2007-12-31 ,Z31122007 ,Kreis 6 (ab 1934)                                             ,R01200    ,30203.0 ,Definitiv
1929-12-31 ,Z31121929 ,Kreis 2 (ab 1893)                                             ,R00200    ,20247.0 ,Definitiv
2006-12-31 ,Z31122006 ,Kreis 8 (ab 1915)                                             ,R01100    ,15207.0 ,Definitiv
1906-12-31 ,Z31121906 ,alter Kreis V (1893-1914)                                     ,R00500    ,39810.0 ,Definitiv
1927-12-31 ,Z31121927 ,Kreis 2 (ab 1893)                                             ,R00200    ,17433.0 ,Definitiv
2019-12-31 ,Z31122019 ,Kreis 9 (ab 1934)                                             ,R01400    ,56637.0 ,Veröffentlicht
2014-12-31 ,Z31122014 ,Kreis 5 (ab 1915)                                             ,R00800    ,14143.0 ,Definitiv
1966-12-31 ,Z31121966 ,Kreis 9 (ab 1934)                                             ,R01400    ,45381.0 ,Definitiv
1976-12-31 ,Z31121976 ,Kreis 5 (ab 1915)                                             ,R00800    ,11138.0 ,Definitiv
1949-12-31 ,Z31121949 ,Kreis 4 (ab 1915)                                             ,R00700    ,42737.0 ,Definitiv
